600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600519.SH,600547.SH,600570.SH
0,0,0,0,0,-4100,0,0,0,0,0,1300,0,-100,0
0,0,0,0,100,-20100,21800,0,0,0,0,-9800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,200,12000,0,-12000,0,0,-1000,0,0,0
0,0,0,100,100,-200,0,0,0,0,0,0,0,0,0
0,0,100,-100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200,0,0,0,-3100,0,0,0,0,2400,0,0,0
0,0,-300,100,-200,200,100,0,-28200,0,11500,0,0,0,0
0,0,400,-100,0,0,21300,0,-13200,0,-2800,-2400,0,0,0
0,0,200,0,0,-200,19200,0,0,0,-8700,0,0,0,0
0,0,-600,0,0,0,100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0
100,0,0,-100,200,0,-18700,0,0,0,0,0,0,0,6700
-100,0,100000,300,1600,0,-10800,0,0,0,0,0,300,0,-6700
0,0,-97600,0,200,0,0,100,0,0,0,0,0,0,7300
0,0,-2400,-300,83300,0,-41900,-100,0,0,0,0,0,0,-7300
0,0,100,0,-85300,0,0,0,0,0,0,0,-300,71300,0
0,0,-100,0,0,0,0,0,100,0,0,59100,0,-71300,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8100,0,0,0,0,-100,0,0,-6800,300,0,0
0,42400,0,-8100,200,0,0,0,0,0,0,-52300,-300,0,0
0,-42400,0,0,-200,0,0,100,200,0,500,0,3100,0,0
0,0,0,0,0,0,0,-100,100,0,0,0,-3100,80100,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,100,0,0,1000,0,-1400,0
0,0,0,0,0,0,0,200,0,0,0,56200,0,-70200,0
0,0,0,0,0,0,0,0,0,0,-500,0,0,1100,0
0,0,0,0,0,0,0,-200,-400,0,0,7200,0,-9600,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,300,0,0,0,0,0,0,0,-44400,0,64900,0
0,0,0,-300,0,200,0,0,0,0,0,51400,0,-64900,0
0,0,0,100,0,100,0,0,0,0,0,-56700,0,0,26500
0,0,0,0,0,-300,0,100,85600,0,0,0,0,0,-26500
0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,0
100,9800,0,0,0,0,0,0,0,0,0,-14700,0,0,0
100,-9800,0,0,0,0,0,0,-3000,0,0,0,0,21700,0
-200,0,100,0,0,0,0,0,23400,0,0,0,0,-21700,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200,0,43400,0,0,0,-36900,0,0,0,0,0,0
100,0,0,0,-43400,0,0,0,37200,0,0,0,0,0,0
100,0,-300,100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-100,300,0,0,0,-100000,0,0,0,3100,0,0
100,0,0,0,-300,0,5000,0,-6300,0,0,0,0,0,0
-300,0,0,0,0,200,0,0,0,0,0,62900,-3100,0,0
0,0,100000,100000,0,100000,-5000,0,0,0,0,-62900,0,24000,0
0,0,500,-100000,0,-43400,0,0,0,0,0,2000,-100,37900,0
0,0,-9600,0,0,0,0,0,100,0,0,41000,0,-61900,0
100,0,0,0,0,-56800,0,0,200,0,0,-43000,0,0,29800
0,0,-90800,0,0,0,0,100,57100,0,0,0,0,0,-11500
-100,0,0,0,0,0,0,-100,-29100,0,0,16900,0,0,0
0,0,-100,0,100,0,0,0,0,0,0,0,0,52000,-18300
0,0,0,0,-100,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,100,0,0,32600,0,-52000,0
0,0,0,0,0,0,0,-400,14500,0,0,-8200,0,0,0
0,0,0,0,100,0,0,0,0,0,0,-41300,0,56700,0
0,0,0,0,-100,100,0,0,0,0,0,43600,0,-56700,0
100,0,0,100,0,-100,0,0,0,0,0,0,0,0,0
0,25300,0,200,0,0,0,0,0,0,0,-43600,0,0,0
-100,0,0,-300,0,0,0,0,-5300,0,0,0,0,4400,0
0,0,0,100,6900,0,0,0,0,0,0,0,0,-4400,0
0,-25300,300,-100,-6900,0,0,0,0,0,0,0,0,63300,0
0,0,0,100,0,0,0,0,100,0,0,46200,0,-63300,0
0,0,0,100,0,200,23300,0,0,0,0,-19200,0,0,0
0,15700,100000,100000,100,0,-23300,0,-16300,0,0,-27000,0,0,0
0,-15700,100,-78500,0,-200,0,0,100,0,0,37100,0,0,0
0,0,-5100,-21700,200,0,0,0,0,0,0,-35800,0,0,23800
0,0,-87400,0,0,0,0,-100,83700,0,0,0,0,0,-23800
0,0,60600,0,100000,0,0,0,-100000,0,0,0,0,0,0
100,0,-10400,0,-30500,0,24800,0,-5100,0,0,-1300,0,0,0
0,0,0,200,-19400,0,-24800,0,100,0,0,0,0,0,19800
-100,0,-58100,-200,0,0,0,0,13900,0,0,0,0,0,0
0,0,0,0,300,0,0,0,-14100,0,28200,0,0,0,-19800
0,0,0,0,0,0,0,300,0,0,-28200,0,0,58900,0
0,0,0,100,-50700,0,0,0,0,0,0,1400,1100,0,0
0,0,0,-100,0,0,0,100,0,0,0,71200,-1000,-56600,0
0,0,0,0,0,6000,0,-300,0,0,0,0,0,-2300,0
0,0,0,100,0,100,0,0,0,0,0,-72600,0,100,45700
0,0,0,-100,0,0,0,300,0,0,48300,0,0,0,-45700
0,0,0,0,0,0,0,0,0,0,-48300,0,0,0,47100
0,0,0,0,0,0,0,0,0,0,0,76900,0,0,-47100
0,0,0,100,0,400,0,-300,0,0,0,0,0,-100,0
0,23100,0,0,300,100000,0,0,0,0,0,-76900,0,0,0
0,-21300,0,-100,0,-6700,0,0,100,0,0,0,0,47300,0
0,-1800,0,0,-300,0,0,0,100,0,0,47700,0,-47300,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,-200,0,0,0,0,100,0
0,0,0,-100,0,100,0,0,24300,0,0,-14600,0,-100,0
100,0,0,0,0,-65100,0,0,0,0,0,19600,0,0,0
0,0,0,0,0,0,0,0,-24300,0,0,-38300,0,54800,0
0,0,0,0,0,100,0,0,100,0,0,1800,1900,-54800,0
54500,0,0,0,0,0,0,0,0,0,0,-16200,0,0,0
-54600,0,0,0,0,0,0,0,500,0,0,0,700,0,0
0,0,200,0,0,-34900,0,0,0,0,0,0,0,12600,0
0,0,-200,0,0,0,0,0,0,0,0,11400,0,-12600,0
0,29800,100000,200,0,0,0,0,0,0,0,-11400,-2600,0,0
0,-29800,-60300,-200,0,0,0,0,100,0,0,0,0,0,42100
0,0,-39700,0,0,0,0,200,0,100,0,5600,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-5600,0,75900,-42100
0,0,100,0,0,0,0,-200,100,-100,0,8100,0,-8200,0
0,0,-100,0,0,0,0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,2100,-100,100000,0,0,0,0,-61000,0
0,0,100,0,0,26400,-2100,0,0,0,0,0,0,-6700,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,-100,0,0,66100,0,0,0,-64500,0,0,0,0,0,0
-700,0,100,0,0,0,0,0,300,0,0,0,0,0,0
0,0,-200,400,-17800,0,0,0,30700,0,0,-8100,0,0,0
0,0,100,-400,0,100,0,0,0,0,0,0,0,0,0
0,0,0,400,-48300,-26500,0,0,-41700,0,0,0,0,61900,0
0,0,-100,-400,0,0,0,0,0,0,0,6700,0,-7200,0
0,0,0,0,0,0,0,100,0,0,0,54200,0,-54700,0
0,0,0,100,3500,0,0,-100,-25600,0,0,-60900,3300,0,0
0,0,0,-100,-3500,100,0,0,0,0,0,0,-3300,78000,0
0,0,0,0,0,-100,0,200,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-200,100,0,0,29200,0,-30400,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,100,0,0,45500,0,-47600,0
0,0,0,100,0,0,0,0,-200,0,0,100,0,0,0
0,0,100,-100,0,0,0,0,0,0,0,0,0,0,0
0,200,0,400,0,0,0,0,0,0,0,-74800,3100,0,0
0,-100,-100,0,0,100,0,100,0,0,0,75500,-3100,0,0
0,0,0,200,0,0,0,-100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,500,0,0,0,0,0,-75500,0,0,45500
0,0,0,-600,0,-600,0,100,0,0,0,0,0,76800,-45500
0,0,0,0,0,0,0,-100,0,0,0,47400,0,-55400,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,100,0,0,11000,0,0,-6200,0,0,0
0,0,0,100,0,0,0,0,31600,0,0,0,0,-21400,0
0,0,300,0,0,-100,0,0,0,0,0,0,0,0,0
100,0,-300,100,0,0,0,0,0,0,0,0,0,0,0
-100,0,0,200,100,0,0,0,-17100,0,0,2200,300,0,0
0,0,0,100,0,100,0,0,-18000,0,0,9800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72800,0,0,100000,0,100000,0,0,-7500,0,0,-53200,-300,0,0
-72500,0,0,300,0,-43100,0,0,0,0,21400,0,0,0,0
-300,0,0,-100000,0,-34500,0,0,0,0,-21400,0,0,50500,0
0,0,0,0,-100,0,0,0,0,0,0,53100,0,-50500,0
0,0,0,54900,0,100000,0,0,0,0,0,-37800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-100000,0,0,85600,0,0,-15300,0,0,0
0,0,0,300,0,-22500,0,0,0,0,0,0,300,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-56100,4400,0,0,0,-85600,0,0,0,2100,0,0
0,0,0,0,-4400,0,0,0,0,200,0,0,-2400,0,36100
0,0,0,0,0,0,0,0,0,0,0,0,0,79100,-36100
0,0,0,0,0,0,0,0,0,-200,0,100,0,0,0
0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,23000,0,-27300,0
0,0,0,0,0,0,0,-300,100,0,0,11000,0,-13200,0
0,0,0,100,0,100,0,0,-100,0,0,29800,0,-38600,0
0,0,0,-100,0,81500,0,0,0,0,0,-26600,0,0,0
100,0,100,0,0,0,0,0,0,0,0,-23100,0,26100,0
-100,0,100,0,0,0,0,0,0,0,0,15500,0,-20200,0
0,0,100,0,0,0,6700,0,0,0,0,0,0,-5900,0
0,0,-300,0,2500,-81600,0,0,100000,0,0,-29700,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,200,1400,0,-6700,0,-35500,0,0,0,1000,0,0
0,0,200,-200,100,0,0,0,-36400,0,200,0,800,0,0
0,0,-200,0,100,0,0,0,-28100,0,400,0,600,0,0
0,0,24500,0,-4100,0,0,0,0,100000,-600,0,-2400,0,0
0,0,-20800,0,0,0,0,0,100,-100000,0,900,2500,0,0
100,0,-3700,0,0,0,8300,0,100000,0,0,0,-2500,0,0
0,0,0,0,0,200,1200,0,0,0,0,-900,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,0,0,-200,0,0,100,0,0,0,0,0,0
0,0,0,100,0,0,0,0,-100000,0,0,43500,0,0,0
0,0,400,100,0,0,-9500,0,0,0,0,-43500,0,0,36000
-100,0,-500,-200,0,0,0,0,0,0,0,0,0,76000,-36000
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,200,100,0,0,53800,0,-76000,0
0,0,0,100,0,0,0,-300,-300,0,0,-53800,0,83500,0
0,0,0,-100,0,0,0,100,200,0,0,5700,0,-16800,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,200,0,0,0,21500,0,-66700,0
0,0,0,100,0,50100,0,-300,0,0,0,-17300,0,0,0
0,0,200,-100,10800,-12200,0,0,-200,0,0,0,0,0,0
0,0,-200,0,0,0,0,0,0,13500,0,-9900,0,0,0
0,0,0,300,0,-37900,0,0,0,0,11300,0,0,0,0
0,0,0,400,-10800,0,0,0,0,-13500,-11300,0,0,81700,0
0,0,0,-700,0,0,0,0,200,0,0,26600,0,-81700,0
0,0,0,200,0,0,0,0,100,0,0,-26600,0,0,21900
0,0,0,-200,0,0,0,100,100,37100,0,0,0,0,-21900
0,0,0,0,0,0,0,500,-400,-37100,0,25500,0,0,0
0,0,0,100,0,0,0,0,96500,0,0,-25500,0,0,0
0,0,100,-100,0,0,0,-600,100,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,700,-100,0,0,2000,0,-3400,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-800,0,0,12100,-2000,0,-9800,0,0,0,0,100,0
200,0,0,0,0,0,0,0,0,0,0,0,0,-100,0
-200,4400,0,0,0,-12100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4400,0,0,0,0,0,500,13800,0,0,0,0,0,0
200,0,0,100,0,0,0,-500,0,0,0,0,0,0,0
100,0,0,-100,5800,0,0,0,-97200,0,0,0,1300,0,0
-300,0,0,0,-5800,0,0,0,0,3300,0,0,0,0,0
0,0,0,0,0,0,0,400,0,-3300,0,28000,-1300,0,0
100,30500,0,0,0,100,0,-400,0,0,0,-28000,0,0,0
-100,0,0,0,0,-100,0,0,0,0,0,0,0,0,0
0,-30500,0,400,0,0,0,68500,70600,0,0,0,0,16800,0
100,0,0,-400,0,0,0,-68500,0,0,0,8800,0,-16800,0
-100,0,0,0,0,0,17100,0,0,0,0,-8800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,-17100,0,0,0,8000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-8000,200,400,0,0
100,0,0,0,0,56800,0,0,-69200,0,0,0,0,0,0
-200,0,200,0,0,24300,0,0,0,0,0,-200,-400,0,0
0,0,100,0,0,-50800,0,0,200,0,17800,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-300,600,0,-30300,100,0,0,0,-17800,0,0,0,26400
0,0,0,0,0,0,-100,200,0,100,0,30600,0,0,-26400
0,0,0,600,0,400,0,-200,-600,0,0,0,0,0,0
0,0,0,500,0,900,0,0,-1000,-100,0,0,0,0,0
0,0,100,0,0,0,0,0,98600,0,0,-30600,0,0,0
0,0,400,0,0,-1300,0,0,100,0,0,400,0,0,0
0,0,100,-1700,0,0,54800,0,-98700,0,0,0,0,0,0
0,0,300,0,0,0,-54800,0,0,0,0,-400,0,0,23900
0,0,-900,400,0,0,0,0,91800,0,0,0,0,0,-23900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,300,-400,0,0,0,0,0,0,0,0,0,0,0
0,0,-300,400,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97400,0,100,-400,0,0,0,0,-37900,0,0,0,0,0,0
-1600,0,-100,0,0,0,0,0,0,0,0,0,0,600,0
-82800,0,0,0,51300,0,0,400,-28300,0,0,0,0,0,0
100,0,0,0,-51300,0,0,-400,63800,0,0,0,0,-600,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13100,0,0,0,100,0,0,0,-3400,0,0,4200,0,0,0
0,0,0,0,-100,0,0,0,4800,0,0,-4200,100,0,0
0,0,0,100,0,5900,0,0,-90800,0,0,0,1700,0,0
0,0,0,0,0,0,0,0,200,0,21400,0,-1800,0,0
0,0,0,0,0,0,0,0,0,0,-20600,0,0,56400,0
0,0,0,-100,0,-5900,0,0,0,0,0,0,0,3000,0
0,0,0,0,0,0,0,0,100,0,-800,2000,0,-900,0
0,0,0,0,0,0,0,0,100,0,0,29400,0,-42500,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25900,0,0,0,0,-16000,0
0,0,0,300,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37800,0,0,0,0,0,-13200,0,0,0
0,0,0,-300,0,0,14400,0,100,0,0,-10200,0,0,0
0,0,0,0,0,0,-300,0,-26400,0,0,-8000,0,0,10100
0,0,100,0,0,0,0,0,0,0,0,16600,0,0,-10100
0,0,0,0,0,400,-4600,0,0,0,1800,0,0,0,0
0,0,0,0,100,-38200,500,0,0,0,-1800,0,700,0,0
0,0,200,0,200,0,0,0,0,0,0,-16600,-700,0,17800
0,0,0,0,-300,0,0,0,0,59000,0,0,0,0,-17800
0,19900,-300,400,0,0,-10000,100000,0,-59000,0,100,0,0,0
0,0,400,-400,0,0,0,-3000,0,600,0,0,0,0,0
300,0,-400,0,0,0,0,-73500,0,-600,0,-100,0,0,4700
0,-19900,0,100,0,0,0,100,0,0,0,0,0,56200,-4700
-300,0,0,-100,0,0,0,200,100,0,0,0,0,0,0
0,0,0,0,0,0,0,-23800,100,0,0,3000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22900,0,-32400,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,300,0,0,0,0,39300,0,0,0,0,-23800,0
0,0,0,300,8600,0,0,0,-9700,0,0,0,0,0,0
0,0,100,0,0,35400,0,0,-29800,0,0,0,0,0,0
0,0,-100,400,0,-27200,0,0,0,200,0,-25900,0,0,17100
0,0,0,-1000,-8600,0,0,0,80600,-200,0,0,0,0,-17100
0,0,0,300,0,0,0,0,0,0,0,0,0,0,0
0,0,200,0,0,-8200,4400,0,0,0,0,0,0,0,0
0,0,400,0,800,0,0,0,-25800,0,0,0,500,0,0
100,0,0,-300,0,0,0,0,0,0,0,0,0,0,0
-100,0,-600,0,0,0,100,0,0,0,0,0,0,0,0
0,2600,200,0,-800,100,-4500,0,0,0,0,0,0,0,0
0,-2600,-200,0,0,93800,0,0,-54800,0,0,0,-500,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-100,0,0,0,0,100,0,0,0,0,0,0,0
0,0,0,0,0,-93900,0,0,0,0,0,41800,0,0,0
0,0,0,300,0,0,0,-100,0,0,0,-41800,0,0,18800
0,0,0,-300,0,0,0,300,0,0,0,0,0,49200,-18800
0,0,0,0,0,0,0,300,100,0,0,39400,0,-49200,0
0,0,0,0,0,100,0,-600,-100,0,0,-39400,0,48300,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-100,0,0,100,0,0,0,0,0,0
0,0,0,0,0,0,0,100,100,0,18600,0,0,-48300,0
0,0,0,0,0,0,0,100,0,0,-18600,41400,0,0,0
0,0,0,80300,0,71300,0,-200,-200,0,0,-41400,0,0,0
0,0,0,-33400,0,0,0,0,200,0,0,3400,0,0,0
0,0,200,-15600,0,0,0,0,0,2000,0,0,0,0,0
0,0,-200,-31300,9300,0,0,0,0,-2000,0,0,0,0,0
0,0,0,0,0,-53500,0,0,100,35700,0,-3400,0,0,0
0,0,0,0,-2600,0,0,600,0,0,0,1300,0,0,0
0,0,0,0,-6700,0,0,0,0,100,0,3400,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,600,0,0,0,0,0,-10200,0,7400,0,0,0
0,0,0,-600,0,100,100,-600,-300,-25600,9100,0,0,0,0
0,0,200,0,0,100,-100,0,0,0,0,0,0,0,0
0,0,-200,300,0,0,0,0,0,0,-9100,19600,0,0,0
0,0,0,200,0,-18000,0,0,300,0,3600,0,0,0,0
0,0,0,200,0,93400,0,0,-300,0,-3600,-31700,0,0,0
0,0,0,-700,0,0,0,200,100,0,0,0,0,0,0
0,0,0,0,0,-93400,0,-200,300,0,0,0,0,0,17000
0,0,0,0,0,0,0,300,0,56000,0,0,0,0,-17000
0,0,0,0,0,0,0,-300,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,200,-54500,0,36800,0,0,0
0,0,0,0,0,94000,0,-100,-600,-1500,0,-36800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-18200,0,0,0,0,0,0,0,9700,0
0,0,0,0,0,-75800,100,200,0,0,21800,0,0,-9700,0
0,0,0,0,0,0,100,0,0,0,-21800,0,0,0,20500
0,0,0,0,0,0,-200,0,0,0,0,2300,1300,0,-20500
0,0,0,200,0,0,0,-200,0,0,0,0,0,0,0
0,0,0,-200,0,100,0,0,0,0,0,0,-1300,50900,0
0,0,0,0,0,0,0,0,0,0,0,36700,0,-50900,0
0,0,100,0,0,200,0,0,0,0,0,-30700,0,0,15800
0,0,-100,0,0,-300,0,0,0,69100,0,-8300,0,0,-15800
